province,type_zone,nom_etablissement,type_etablissement,nb_eleves,mois_depuis_derniere_visite,theme,saison,jour,distance_km,budget_mad,risque_logistique,score_engagement
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1226,4,Robotique & Arduino,Ete,Mercredi,26,261.7,Faible,38
Taroudant,Mixte,Lycée Ibn Soulaiman Roudani,Lycée,595,2,Robotique & Arduino,Printemps,Mardi,85,834.11,Faible,68
Fes,Urbaine,CPGE Al Khansaa,CPGE,245,13,Initiation Python,Automne,Dimanche,31,251.45,Faible,68
Tinghir,Rurale,Collège Ibn Sina,Collège,659,10,Initiation Python,Hiver,Mardi,325,4690.56,Eleve,76
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,451,16,Creation de Jeux Scratch,Hiver,Jeudi,239,3071.55,Eleve,76
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,812,9,Intelligence Artificielle MVP,Hiver,Samedi,18,196.72,Faible,69
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1084,21,Initiation Python,Ete,Jeudi,27,217.21,Faible,52
Midelt,Rurale,Collège Ibn Khaldoun,Collège,598,15,Intelligence Artificielle MVP,Automne,Mercredi,337,3487.84,Moyen,70
Azilal,Rurale,Lycée Ouzoud,Lycée,446,4,Initiation Python,Hiver,Lundi,400,6582.73,Eleve,64
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,869,6,Robotique & Arduino,Printemps,Dimanche,16,176.51,Faible,72
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,888,15,Robotique & Arduino,Ete,Vendredi,45,435.02,Faible,51
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,857,4,Creation de Jeux Scratch,Printemps,Mardi,22,257.27,Faible,47
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,921,24,Creation de Jeux Scratch,Printemps,Mercredi,32,370.6,Faible,53
Tinghir,Rurale,Collège Ibn Sina,Collège,691,7,Creation de Jeux Scratch,Ete,Mardi,326,3513.74,Moyen,54
Safi,Mixte,Lycée Zerktouni,Lycée,711,24,Creation de Jeux Scratch,Hiver,Lundi,149,1759.6,Faible,66
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,501,13,Creation de Jeux Scratch,Automne,Mercredi,288,2617.0,Faible,79
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,195,10,Intelligence Artificielle MVP,Ete,Vendredi,76,733.63,Faible,64
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,1017,8,Intelligence Artificielle MVP,Hiver,Lundi,28,247.16,Faible,62
Settat,Mixte,Collège Al Wahda,Collège,883,24,Intelligence Artificielle MVP,Hiver,Vendredi,72,863.68,Faible,70
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,560,4,Initiation Python,Printemps,Dimanche,225,2445.42,Moyen,81
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1025,5,Creation de Jeux Scratch,Printemps,Vendredi,33,315.19,Faible,49
Settat,Mixte,Collège Al Wahda,Collège,887,0,Creation de Jeux Scratch,Printemps,Samedi,52,520.71,Faible,66
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,837,17,Creation de Jeux Scratch,Automne,Jeudi,117,1220.31,Faible,74
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,841,13,Creation de Jeux Scratch,Printemps,Mercredi,40,356.77,Faible,52
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,548,1,Creation de Jeux Scratch,Automne,Samedi,138,1368.69,Faible,61
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,860,12,Intelligence Artificielle MVP,Automne,Samedi,18,215.33,Faible,78
Azilal,Rurale,Collège Demnate,Collège,577,7,Initiation Python,Automne,Jeudi,225,2647.05,Moyen,70
Safi,Mixte,Lycée Moulay Ismail,Lycée,632,4,Robotique & Arduino,Ete,Mardi,109,914.4,Faible,53
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,402,15,Robotique & Arduino,Ete,Jeudi,427,4364.18,Moyen,65
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,720,7,Creation de Jeux Scratch,Printemps,Jeudi,124,994.84,Faible,74
Midelt,Rurale,Collège Ibn Khaldoun,Collège,578,11,Robotique & Arduino,Automne,Vendredi,318,3553.56,Faible,83
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,212,10,Creation de Jeux Scratch,Hiver,Jeudi,13,154.51,Faible,61
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,766,1,Creation de Jeux Scratch,Printemps,Samedi,134,1088.82,Faible,63
Safi,Mixte,Lycée Zerktouni,Lycée,663,13,Initiation Python,Ete,Vendredi,114,1222.99,Faible,66
Azilal,Rurale,Collège Demnate,Collège,603,19,Creation de Jeux Scratch,Automne,Jeudi,273,2724.64,Moyen,70
Tata,Rurale,Collège Ibn Batouta,Collège,465,15,Creation de Jeux Scratch,Printemps,Lundi,272,2758.74,Faible,74
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,430,13,Creation de Jeux Scratch,Printemps,Mardi,201,2234.84,Moyen,75
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,669,24,Intelligence Artificielle MVP,Ete,Mercredi,93,800.55,Faible,51
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,598,0,Initiation Python,Printemps,Vendredi,63,657.33,Faible,64
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,400,6,Creation de Jeux Scratch,Automne,Samedi,404,4789.8,Moyen,74
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,718,5,Creation de Jeux Scratch,Automne,Dimanche,46,538.27,Faible,53
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,156,15,Initiation Python,Printemps,Mardi,131,1326.05,Faible,76
Tinghir,Rurale,Lycée Bamou,Lycée,499,11,Initiation Python,Printemps,Dimanche,249,2690.64,Moyen,69
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,424,15,Creation de Jeux Scratch,Ete,Vendredi,249,2105.23,Moyen,67
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,356,16,Initiation Python,Hiver,Vendredi,223,2705.43,Eleve,85
Settat,Mixte,Collège Al Wahda,Collège,924,24,Intelligence Artificielle MVP,Ete,Vendredi,144,1193.48,Faible,63
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,763,0,Robotique & Arduino,Printemps,Mercredi,121,1307.94,Faible,62
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1068,16,Intelligence Artificielle MVP,Automne,Lundi,15,130.09,Faible,62
Settat,Mixte,Collège Al Wahda,Collège,895,3,Initiation Python,Printemps,Jeudi,79,746.02,Faible,76
Tinghir,Rurale,Collège Ibn Sina,Collège,614,18,Creation de Jeux Scratch,Hiver,Mardi,220,2853.28,Eleve,82
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1045,15,Creation de Jeux Scratch,Printemps,Dimanche,33,347.25,Faible,70
Tinghir,Rurale,Collège Ibn Sina,Collège,654,24,Creation de Jeux Scratch,Ete,Samedi,376,3662.99,Faible,68
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,961,9,Robotique & Arduino,Automne,Vendredi,46,502.46,Faible,62
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,997,0,Intelligence Artificielle MVP,Printemps,Vendredi,50,599.9,Faible,48
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,319,22,Intelligence Artificielle MVP,Hiver,Lundi,429,6069.49,Eleve,78
Settat,Mixte,Collège Al Wahda,Collège,862,6,Intelligence Artificielle MVP,Hiver,Jeudi,108,1118.16,Faible,67
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,791,20,Initiation Python,Automne,Jeudi,13,130.48,Faible,66
Azilal,Rurale,Collège Demnate,Collège,599,23,Initiation Python,Ete,Mercredi,239,2148.27,Faible,57
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,793,7,Creation de Jeux Scratch,Automne,Lundi,26,293.12,Faible,58
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,534,14,Intelligence Artificielle MVP,Hiver,Lundi,158,2720.85,Eleve,77
Taroudant,Mixte,Collège Al Majd,Collège,836,22,Robotique & Arduino,Ete,Dimanche,72,862.3,Faible,67
Tata,Rurale,Lycée Hassan Ier,Lycée,260,9,Intelligence Artificielle MVP,Ete,Jeudi,365,3914.29,Faible,52
Settat,Mixte,Lycée Allal Al Fassi,Lycée,800,1,Initiation Python,Ete,Vendredi,107,1215.29,Faible,46
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,289,13,Initiation Python,Ete,Mercredi,333,2924.72,Moyen,61
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1203,11,Robotique & Arduino,Ete,Dimanche,43,418.2,Faible,59
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,170,9,Robotique & Arduino,Printemps,Mardi,79,735.8,Faible,74
Tinghir,Rurale,Collège Ibn Sina,Collège,660,7,Robotique & Arduino,Printemps,Samedi,192,1912.81,Faible,85
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,776,21,Creation de Jeux Scratch,Automne,Mercredi,46,376.73,Faible,56
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,442,3,Initiation Python,Printemps,Dimanche,345,3033.68,Moyen,80
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,932,14,Robotique & Arduino,Hiver,Samedi,19,194.22,Faible,78
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,657,4,Initiation Python,Automne,Samedi,106,1134.92,Faible,78
Zagora,Rurale,Lycée Hassan II,Lycée,362,8,Intelligence Artificielle MVP,Ete,Vendredi,409,4802.26,Moyen,51
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1036,15,Intelligence Artificielle MVP,Automne,Samedi,35,403.53,Faible,79
Azilal,Rurale,Collège Demnate,Collège,592,6,Initiation Python,Automne,Vendredi,208,2060.89,Moyen,66
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,484,17,Robotique & Arduino,Hiver,Lundi,339,4424.93,Eleve,70
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,469,1,Intelligence Artificielle MVP,Automne,Mercredi,273,2894.63,Moyen,57
Tata,Rurale,Collège Ibn Batouta,Collège,523,0,Initiation Python,Hiver,Mardi,270,4284.4,Eleve,66
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,284,12,Initiation Python,Hiver,Mercredi,179,2652.88,Eleve,76
Zagora,Rurale,Collège Al Massira,Collège,538,16,Creation de Jeux Scratch,Automne,Dimanche,318,2823.19,Faible,84
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,732,16,Intelligence Artificielle MVP,Automne,Mercredi,26,211.28,Faible,66
Tata,Rurale,Collège Ibn Batouta,Collège,448,24,Intelligence Artificielle MVP,Hiver,Jeudi,227,3465.88,Eleve,83
Chefchaouen,Rurale,Collège Al Houria,Collège,594,5,Initiation Python,Automne,Jeudi,402,4220.02,Moyen,64
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,527,20,Initiation Python,Automne,Mardi,434,3836.04,Moyen,82
Safi,Mixte,Lycée Moulay Ismail,Lycée,605,13,Creation de Jeux Scratch,Printemps,Jeudi,63,518.89,Faible,67
Safi,Mixte,Lycée Zerktouni,Lycée,726,24,Initiation Python,Hiver,Vendredi,110,1015.99,Faible,77
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,485,16,Initiation Python,Hiver,Jeudi,446,6342.16,Eleve,72
Zagora,Rurale,Lycée Hassan II,Lycée,434,9,Robotique & Arduino,Ete,Mercredi,414,4178.2,Faible,61
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1051,8,Initiation Python,Automne,Jeudi,17,158.48,Faible,67
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1025,24,Creation de Jeux Scratch,Automne,Mercredi,40,362.49,Faible,63
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1079,24,Intelligence Artificielle MVP,Automne,Mercredi,25,263.76,Faible,70
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,768,21,Robotique & Arduino,Ete,Lundi,36,304.89,Faible,47
Zagora,Rurale,Collège Al Massira,Collège,572,4,Robotique & Arduino,Automne,Jeudi,380,3159.34,Faible,69
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1051,11,Robotique & Arduino,Ete,Dimanche,39,410.34,Faible,58
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,963,3,Intelligence Artificielle MVP,Hiver,Jeudi,30,289.96,Faible,57
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,430,22,Initiation Python,Printemps,Dimanche,292,2660.95,Moyen,75
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,831,19,Intelligence Artificielle MVP,Ete,Samedi,37,356.4,Faible,52
Midelt,Rurale,Collège Ibn Khaldoun,Collège,574,13,Creation de Jeux Scratch,Printemps,Mercredi,214,1856.74,Moyen,72
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,452,16,Intelligence Artificielle MVP,Printemps,Jeudi,387,4302.39,Moyen,74
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,855,0,Initiation Python,Automne,Mardi,74,725.17,Faible,60
Tata,Rurale,Collège Ibn Batouta,Collège,480,2,Intelligence Artificielle MVP,Printemps,Mardi,160,1870.01,Moyen,50
Tata,Rurale,Lycée Hassan Ier,Lycée,266,16,Intelligence Artificielle MVP,Printemps,Lundi,391,3999.19,Moyen,73
Settat,Mixte,Collège Al Wahda,Collège,918,18,Initiation Python,Printemps,Vendredi,122,1343.43,Faible,80
Tata,Rurale,Collège Ibn Batouta,Collège,464,8,Robotique & Arduino,Automne,Mercredi,399,4624.46,Faible,81
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,604,9,Creation de Jeux Scratch,Automne,Jeudi,78,848.96,Faible,65
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,475,14,Robotique & Arduino,Hiver,Mardi,398,6967.14,Eleve,88
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,928,18,Robotique & Arduino,Ete,Dimanche,22,198.56,Faible,52
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,161,5,Creation de Jeux Scratch,Ete,Dimanche,85,732.35,Faible,61
Al Hoceima,Rurale,Lycée Bayed Moulay,Lycée,424,10,Intelligence Artificielle MVP,Automne,Dimanche,310,2537.58,Faible,79
Chefchaouen,Rurale,Collège Al Houria,Collège,591,24,Initiation Python,Hiver,Vendredi,171,2597.89,Eleve,74
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,534,20,Creation de Jeux Scratch,Hiver,Jeudi,287,4879.53,Eleve,81
Fes,Urbaine,CPGE Al Khansaa,CPGE,264,6,Intelligence Artificielle MVP,Ete,Mardi,48,504.43,Faible,50
Azilal,Rurale,Collège Demnate,Collège,592,23,Intelligence Artificielle MVP,Hiver,Vendredi,417,5790.4,Eleve,83
Zagora,Rurale,Collège Al Massira,Collège,552,19,Initiation Python,Automne,Vendredi,269,2171.74,Moyen,85
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,781,15,Creation de Jeux Scratch,Ete,Jeudi,41,490.94,Faible,49
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,613,22,Intelligence Artificielle MVP,Automne,Lundi,118,950.38,Faible,62
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1086,13,Creation de Jeux Scratch,Hiver,Jeudi,40,363.42,Faible,57
Azilal,Rurale,Collège Demnate,Collège,546,23,Robotique & Arduino,Printemps,Samedi,224,1923.38,Moyen,89
Marrakech,Urbaine,Lycée Hassan II Marrakech,Lycée,868,13,Creation de Jeux Scratch,Printemps,Dimanche,45,428.57,Faible,60
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,349,5,Intelligence Artificielle MVP,Hiver,Vendredi,271,3505.19,Eleve,68
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,564,11,Initiation Python,Hiver,Mardi,177,3101.35,Eleve,70
Azilal,Rurale,Lycée Technique Azilal,Lycée Technique,326,2,Robotique & Arduino,Automne,Mardi,365,3907.51,Faible,72
Settat,Mixte,Collège Al Wahda,Collège,867,3,Creation de Jeux Scratch,Hiver,Lundi,125,1130.17,Faible,64
Safi,Mixte,Lycée Moulay Ismail,Lycée,653,24,Intelligence Artificielle MVP,Printemps,Lundi,124,1422.94,Faible,62
Kenitra,Mixte,Lycée Abdelmalek Essaadi,Lycée,731,24,Initiation Python,Printemps,Dimanche,80,913.62,Faible,82
Chefchaouen,Rurale,Collège Al Houria,Collège,584,8,Intelligence Artificielle MVP,Printemps,Dimanche,230,2383.86,Moyen,71
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,999,10,Robotique & Arduino,Printemps,Mardi,40,409.3,Faible,71
Tinghir,Rurale,Collège Ibn Sina,Collège,664,21,Creation de Jeux Scratch,Automne,Mercredi,348,3798.26,Moyen,71
Zagora,Rurale,Collège Al Massira,Collège,513,10,Robotique & Arduino,Hiver,Vendredi,212,3345.94,Eleve,76
Settat,Mixte,Collège Al Wahda,Collège,861,8,Initiation Python,Printemps,Mercredi,119,980.98,Faible,71
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1042,15,Robotique & Arduino,Ete,Lundi,32,302.28,Faible,46
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,943,14,Creation de Jeux Scratch,Printemps,Mardi,25,219.3,Faible,56
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,475,7,Robotique & Arduino,Automne,Vendredi,163,1874.59,Faible,80
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,885,6,Robotique & Arduino,Printemps,Lundi,46,407.23,Faible,53
Safi,Mixte,Lycée Zerktouni,Lycée,656,1,Initiation Python,Hiver,Dimanche,57,653.78,Faible,63
Settat,Mixte,Lycée Allal Al Fassi,Lycée,871,11,Robotique & Arduino,Hiver,Vendredi,121,1342.16,Faible,82
Kenitra,Mixte,Lycée Ibn Tahir,Lycée,782,3,Intelligence Artificielle MVP,Automne,Jeudi,130,1326.9,Faible,67
Tata,Rurale,Collège Ibn Batouta,Collège,521,13,Initiation Python,Ete,Mardi,284,3008.22,Faible,62
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,748,19,Robotique & Arduino,Printemps,Mercredi,38,333.55,Faible,63
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1021,0,Creation de Jeux Scratch,Ete,Lundi,44,390.22,Faible,18
Safi,Mixte,Lycée Zerktouni,Lycée,668,0,Initiation Python,Ete,Lundi,145,1273.36,Faible,28
Zagora,Rurale,Lycée Hassan II,Lycée,458,9,Creation de Jeux Scratch,Automne,Jeudi,241,2775.99,Moyen,65
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Moulay Abdellah Agadir,Lycée,894,5,Creation de Jeux Scratch,Automne,Mercredi,14,151.07,Faible,44
Azilal,Rurale,Collège Demnate,Collège,559,18,Creation de Jeux Scratch,Hiver,Samedi,339,4821.3,Eleve,81
Settat,Mixte,Lycée Allal Al Fassi,Lycée,847,2,Initiation Python,Printemps,Vendredi,149,1541.82,Faible,63
Taroudant,Mixte,Collège Al Majd,Collège,829,5,Initiation Python,Automne,Lundi,90,871.4,Faible,59
Zagora,Rurale,Lycée Hassan II,Lycée,455,14,Initiation Python,Hiver,Mardi,254,4442.73,Eleve,69
Zagora,Rurale,Collège Al Massira,Collège,576,12,Creation de Jeux Scratch,Automne,Dimanche,214,1937.15,Moyen,79
Zagora,Rurale,Collège Al Massira,Collège,485,22,Robotique & Arduino,Ete,Mardi,392,4339.23,Moyen,63
Zagora,Rurale,Lycée Hassan II,Lycée,460,12,Robotique & Arduino,Automne,Mardi,316,3636.49,Faible,82
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,202,24,Intelligence Artificielle MVP,Printemps,Lundi,52,609.82,Faible,77
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,227,22,Robotique & Arduino,Automne,Jeudi,79,639.94,Faible,85
Tanger-Assilah,Urbaine,Lycée Technique Tanger,Lycée Technique,780,21,Robotique & Arduino,Printemps,Mardi,50,494.13,Faible,71
Settat,Mixte,Collège Al Wahda,Collège,884,5,Intelligence Artificielle MVP,Ete,Dimanche,95,918.94,Faible,57
Tinghir,Rurale,Lycée Bamou,Lycée,555,20,Creation de Jeux Scratch,Automne,Samedi,324,2640.42,Moyen,77
Rabat,Urbaine,Lycée Lalla Aicha,Lycée,929,2,Robotique & Arduino,Hiver,Samedi,38,411.26,Faible,47
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,644,5,Initiation Python,Ete,Vendredi,131,1383.31,Faible,53
Safi,Mixte,Lycée Moulay Ismail,Lycée,651,5,Robotique & Arduino,Ete,Samedi,98,976.46,Faible,54
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,697,12,Robotique & Arduino,Hiver,Mardi,99,1055.9,Faible,77
Settat,Mixte,Collège Al Wahda,Collège,896,9,Initiation Python,Automne,Mercredi,109,1297.91,Faible,66
Beni Mellal,Mixte,Lycée Ibn Sina,Lycée,670,11,Initiation Python,Printemps,Lundi,56,472.14,Faible,62
Tata,Rurale,Lycée Hassan Ier,Lycée,325,24,Initiation Python,Hiver,Samedi,409,6802.49,Eleve,79
Tinghir,Rurale,Lycée Salah Eddine Al Ayoubi,Lycée,406,9,Initiation Python,Printemps,Vendredi,267,3127.2,Moyen,64
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,950,4,Initiation Python,Automne,Samedi,33,334.17,Faible,65
Midelt,Rurale,Collège Ibn Khaldoun,Collège,653,5,Creation de Jeux Scratch,Automne,Lundi,413,3808.15,Faible,64
Tanger-Assilah,Urbaine,Lycée Moulay Abdelaziz,Lycée,974,19,Robotique & Arduino,Printemps,Mardi,26,305.3,Faible,61
Zagora,Rurale,Lycée Hassan II,Lycée,425,12,Initiation Python,Printemps,Jeudi,154,1262.97,Faible,80
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,518,3,Robotique & Arduino,Ete,Mercredi,253,2230.33,Faible,58
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1009,20,Creation de Jeux Scratch,Ete,Lundi,34,284.2,Faible,36
Marrakech,Urbaine,Lycée Victor Hugo,Lycée,705,20,Creation de Jeux Scratch,Hiver,Samedi,27,264.21,Faible,56
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,517,12,Initiation Python,Automne,Samedi,406,3404.22,Faible,88
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,681,18,Initiation Python,Hiver,Mercredi,76,659.13,Faible,81
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1009,16,Intelligence Artificielle MVP,Printemps,Lundi,33,347.06,Faible,63
Zagora,Rurale,Lycée Hassan II,Lycée,412,13,Robotique & Arduino,Automne,Vendredi,293,2536.41,Faible,81
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,700,15,Creation de Jeux Scratch,Automne,Jeudi,64,728.39,Faible,67
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,591,7,Creation de Jeux Scratch,Printemps,Lundi,122,1182.25,Faible,61
Zagora,Rurale,Collège Al Massira,Collège,552,4,Creation de Jeux Scratch,Hiver,Jeudi,182,2373.63,Eleve,65
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,708,21,Creation de Jeux Scratch,Hiver,Mardi,126,1507.31,Faible,75
Tinghir,Rurale,Collège Ibn Sina,Collège,679,3,Robotique & Arduino,Hiver,Lundi,221,3629.26,Eleve,63
Casablanca,Urbaine,Lycée Al Khawarizmi,Lycée,992,20,Creation de Jeux Scratch,Printemps,Jeudi,36,384.61,Faible,67
Marrakech,Urbaine,Lycée Ibn Abbad,Lycée,975,21,Intelligence Artificielle MVP,Ete,Samedi,40,360.17,Faible,55
Rabat,Urbaine,Lycée Moulay Youssef,Lycée,1008,23,Robotique & Arduino,Automne,Jeudi,32,328.45,Faible,69
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,460,21,Creation de Jeux Scratch,Hiver,Samedi,302,4388.07,Eleve,75
Casablanca,Urbaine,Lycée Moulay Abdellah,Lycée,1187,12,Initiation Python,Automne,Jeudi,45,449.57,Faible,74
Zagora,Rurale,Lycée Hassan II,Lycée,398,6,Robotique & Arduino,Automne,Jeudi,337,3672.55,Moyen,72
Al Hoceima,Rurale,Lycée Mohammed V,Lycée,586,13,Robotique & Arduino,Hiver,Mardi,156,2104.09,Eleve,83
Fes,Urbaine,Lycée Moulay Idriss,Lycée,1012,6,Creation de Jeux Scratch,Printemps,Mardi,33,316.38,Faible,49
Tanger-Assilah,Urbaine,Lycée Ibn Al Khatib Tanger,Lycée,1051,6,Robotique & Arduino,Automne,Dimanche,40,367.34,Faible,70
Beni Mellal,Mixte,Lycée Hassan II Beni Mellal,Lycée,676,1,Initiation Python,Printemps,Lundi,76,833.81,Faible,54
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,868,15,Initiation Python,Ete,Mercredi,45,376.49,Faible,60
Chefchaouen,Rurale,Lycée Ibn Khaldoun,Lycée,505,15,Initiation Python,Ete,Vendredi,413,4311.02,Faible,58
Rabat,Urbaine,CPGE Descartes Rabat,CPGE,248,2,Intelligence Artificielle MVP,Ete,Dimanche,17,138.57,Faible,35
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,861,13,Initiation Python,Printemps,Lundi,48,475.09,Faible,70
Azilal,Rurale,Lycée Ouzoud,Lycée,407,6,Robotique & Arduino,Automne,Mardi,285,2301.27,Moyen,70
Casablanca,Urbaine,Lycée Mohammed V Casa,Lycée,1097,21,Robotique & Arduino,Printemps,Samedi,28,317.98,Faible,77
Tata,Rurale,Collège Ibn Batouta,Collège,457,23,Intelligence Artificielle MVP,Ete,Vendredi,354,3110.13,Moyen,68
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,916,1,Initiation Python,Automne,Jeudi,41,480.99,Faible,60
Beni Mellal,Mixte,CPGE Beni Mellal,CPGE,236,13,Creation de Jeux Scratch,Printemps,Vendredi,137,1262.18,Faible,87
Tinghir,Rurale,Lycée Bamou,Lycée,524,12,Initiation Python,Printemps,Dimanche,218,2612.99,Moyen,83
Casablanca,Urbaine,Lycée technique Ain Sebaa,Lycée Technique,917,10,Creation de Jeux Scratch,Hiver,Jeudi,33,278.29,Faible,67
Fes,Urbaine,Lycée Ibn Al Khatib,Lycée,839,21,Initiation Python,Hiver,Dimanche,39,432.71,Faible,71
Agadir-Ida-Ou-Tanane,Urbaine,Lycée Al Imam Malik,Lycée,994,8,Initiation Python,Ete,Dimanche,26,300.22,Faible,56
Kenitra,Mixte,Lycée Technique Kenitra,Lycée Technique,575,2,Robotique & Arduino,Printemps,Mercredi,56,663.83,Faible,64
Tata,Rurale,Lycée Hassan Ier,Lycée,313,13,Initiation Python,Printemps,Dimanche,249,2447.4,Moyen,76
Taroudant,Mixte,Lycée Mohammed V Taroudant,Lycée,642,5,Robotique & Arduino,Hiver,Mardi,79,806.09,Faible,75
Midelt,Rurale,Lycée Moulay Ali Cherif,Lycée,447,14,Intelligence Artificielle MVP,Automne,Dimanche,200,1798.66,Moyen,78
Zagora,Rurale,Lycée Hassan II,Lycée,452,9,Robotique & Arduino,Hiver,Jeudi,233,3764.0,Eleve,80
